"title","aol_page","body","reachcode","parent_id","permanent_id","gnis_id","gnis_name","fishing_zone_id"
"","","","17100303012627","","124433781","01142573","Gardiner Reservoir","5"
"","","","17100302001316","","124317937","01139828","Cliff Lake","5"
"Lost River Pool","226","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985) &nbsp;Lost River Reservoir is an impoundment on the Lost River which serves as a vital component of the Bureau of Reclamation's Klamath Project. The Project is an interstate agreement which provides for the beneficial use of water resources in the Klamath Basin. The annual yield of Lost River is used as the principal source of water for irrigation of more than 200,000 acres of land both in Oregon and California. The river originates with the outflow of Clear Lake Reservoir in Modoc County, California, and discharges ultimately into Tule Lake, California. It thus constitutes a naturally closed basin. Historically, Tule Lake was a large natural sump, which would rise during periods of high runoff and slowly recede during summer and fall due to evaporation. One of the first facilities built in the Klamath Project was the Lost River Diversion Dam and a canal connecting the Lost and Klamath Rivers. Since completion in 1912, this facility has provided for the diversion of Lost River flood flows into the Klamath River and allowed reclamation of the bed of Tule Lake.</p>
<p>Lost River is a shallow, sluggish stream which enters Oregon through the Langell Valley. During its course through Langell Valley, the river disappears for several miles; hence its name. Miller Creek is the largest tributary, entering from the east after regulation in Gerber Reservoir. Near the town of Bonanza the river turns to the west. In this area several large springs contribute to the flow. After flowing through Olene Gap, the water is controlled by the Lost River Diversion Dam. Below the dam, the river is essentially a canal during the irrigation season. The contributing drainage basin includes a large amount of irrigated land which significantly depletes the natural flow. That portion of the basin not in irrigated land is mostly rangeland and there are some forested areas at higher elevations.</p>
<p>Lost River Reservoir is one of the saltier lakes in Oregon, although it is not considered a sump, or an evaporation basin, because of irrigation withdrawals. However, because of the extensive evaporation in the basin, the concentrations of ions are rather high, and conductivity is well above average for eastern Oregon reservoirs. Both alkalinity and pH are also rather high. The concentration of phosphorus in the lake is sufficient to support active growth of algae. Algal blooms appear frequently and the chlorophyl concentrations indicate eutrophic conditions. Water transparency is very limited because of the growth of algae and the presence of inorganic turbidity; there are extensive growths of submerged and emergent macrophytes in the reservoir. The active growth of algae and macrophytes supports a productive food chain, and the reservoir has a popular warm water fishery. By all indications it is classified as eutrophic.</p>
</p>","18010204002206","","84068801","01131565","Lost River Pool","4"
"","","","17080006006633","","147684070","","","3"
"","","","17100206037400","","86561067","","","3"
"Crump Lake","180","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985). Crump Lake is one of several lakes in a 40-mile chain in the Warner Valley of south-central Oregon. The valley is a large fault-block basin, and its floor is virtually a chain of marshes, shallow intermittent lakes, and drained meadows. From south to north, Pelican is the uppermost lake in the chain, followed by Crump and Hart and finishing at Bluejoint Lake. They vary greatly in size; all have been dry or practically dry at times, and the lower ones have been dry for several years, whereas during periods of high water, many of the lakes merge. Total drop in elevation in the lake-bed surface from Crump to Bluejoint Lake is only 13 feet. All these lakes are remnants of a large pluvial lake of about 500 square miles which covered the Warner Valley during the Pleistocene Epoch.</p>
<p>Crump Lake can be considered as transitional between a true closed-basin lake, such as Harney and Summer Lakes, and those that overflow every year. It overflows during many years, discharging into Hart Lake. Input to the lake is via direct precipitation, 10 to 15 inches per year, and runoff from Deep Creek and Twentymile Creek. There is very little contribution from groundwater. Crump Lake is one of the least disturbed of the Warner Valley Lakes, and has been evaluated for potential as a registered natural landmark. The lake and adjoining marshland support a rich spectrum of wildlife. Nesting waterfowl include white pelicans, Canada geese, and several species of ducks. Sandhill cranes and shore birds also inhabit the area. Surrounding vegetation is typical of the Great Basin desert, with sagebrush and juniper. Ownership of land on the valley floor is part state and part private.The valley sides are, for the most part, federal land administered by the Bureau of Land Management.</p>
<p>Like other shallow, alkali lakes in this area, Crump Lake has very high concentrations of phosphorus, major ions, and chlorophyl, and the water transparency is extremely limited by the presence of suspended organic particles. On 7/4/82 a transparency of only 1.3 feet (0.4 meters) was recorded. By all indications the ecological character of the lake is hypereutrophic. However, because Crump Lake does overflow in many years, it has a lower amount of solutes than the truly closed-basin lakes of the area.</p>
</p>","17120007341605","","83449885","01119601","Crump Lake","4"
"","","","17090007005224","","147815671","01122926","Lambert Slough","6"
"Cooper Creek Reservoir","174","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985). Cooper Creek Reservoir is a long, narrow impoundment which stores the flow of Cooper Creek, a tributary of Sutherlin Creek. The dam is about eight miles upstream from the North Umpqua River. It was built in the late 1960s by the Soil Conservation Service as a multi-purpose water resource project, with primary uses for both municipal supplies and public recreation. The drainage basin is mostly private forest land; the shoreline is also mostly private land, although public access is available on all sides. Douglas County has some shoreline property and has built two picnic areas and two paved boat ramps. Quite a bit of water skiing is done on the reservoir, an activity that conflicts with fishing, although a five mile per hour speed limit is enforced in the fishing areas. Cooper Creek Reservoir is very popular with local anglers and is a good producer of rainbow trout, largemouth bass and crappies. Crappie angling is especially good in the arms of the lake during spring and early summer.</p>
<p>The reservoir is relatively shallow with a mean depth of 23 feet. It is deepest (70 feet) near the dam at the western end and becomes progressively shallower toward the southeast where Cooper Creek enters. Sodium and chloride concentrations are remarkably high, similar to nearby Plat I reservoir. Conductivity is also well above average for southern Oregon reservoirs and there is some evidence of even greater conductivity in water near the bottom of the reservoir (USGS, 1979). This suggests that the reservoir may be somewhat meromictic, or permanently stratified. During summer, the water is sometimes anoxic (depleted of oxygen) below 40 feet. Rooted macrophytes develop in shallow water areas.</p>
</p>","17100301005078","","121516773","01159081","Cooper Creek Reservoir","5"
"","","","17100205005383","","86560579","","","3"
"Obenchain Reservoir","245","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985) &nbsp;Obenchain Reservoir is a small water impoundment which, in conjunction with several other similar facilities, helps to maintain agricultural production in this semi-arid region of South Central Oregon. The reservoir was constructed in the early 1950s with a 26-foot high, earthfill dam on Fritz Creek. A second dam was necessary to impound a sufficient amount of water in this area of low relief. Inflow to the reservoir is intermittent and the water level fluctuates considerably because of irrigation withdrawals. According to local residents it dries up completely in some years. Although located within the boundaries of the Fremont National Forest, Obenchain Reservoir is on private land and is privately owned and operated. There are no recreational facilities and no boat launching facilities. Nevertheless, there is a well used camp spot at the south end of the lake and local residents frequently fish the lake from the shore and from small boats.</p>
<p>The reservoir is relatively shallow (mean depth = 5 ft), reaching a maximum depth of only 18 feet. The concentrations of ions and the conductivity are about average for eastern Oregon reservoirs and the pH is sometimes well above average (8.5 or more). The concentration of phosphorus is high, but water transparency is better than average (13.0 feet; 4.0 meters). Macrophytes grow over a large portion of the bottom and are responsible for most of the primary production in Obenchain Reservoir; the populations of phytoplankton are not high. An oxygen deficit develops near the bottom at depths greater than 16 feet. Due to this combination of characteristics, particularly the high biological productivity, the reservoir is classified at the higher end of mesotrophy.</p>
</p>","18010202003345","","147514650","01147130","Obenchain Reservoir","4"
"Big Lake","155","<p>
<p>(From Atlas of Oregon Lakes, Johnson et al. 1985). Big Lake is a large mountain lake located just west of the crest of the Cascades and close to the heavily travelled Santiam Pass Highway. It lies below scenic Mt. Washington in a glacially carved valley known as Hidden Valley. This is an area of gentle topography and open meadows, underlain by permeable volcanic bedrock. Although the area receives about 90 inches of annual rainfall, there are no permanent surface streams entering the lake; most of the inflow is subsurface seepage, and there are a few small intermittent streams during the snowmelt season. There is no surface outflow. A dominant feature of the valley is an area of 8000 acres immediately west of the lake which was burned in 1967 by a lightning caused forest fire. However, the landscape appears to be recovering well and striking floral displays help reduce the visual contrast.&nbsp;</p>
<p>Big Lake is one of the most popular recreation sites in this section of the Cascades. In the summer, visitors come for boating, swimming, and fishing. A 41-unit campground on the western shore has been established by the Willamette National Forest, and a large SeventhDay Adventist youth camp is on the opposite side of the lake. The lake used to be an excellent producer of brook trout, but they now run second to kokanee; cutthroat trout are also present.&nbsp;</p>
<p>The water quality in Big Lake is exceptionally good and it is classified as ultraoligotrophic. Other nearby ultraoligotrophic lakes are Waldo Lake and Mink Lake. All three have conductivity values below 5 umhos/cm, and all lie at high elevations in drainage basins with mostly gentle slopes. Big Lake, however, receives much heavier use than do the others, yet remains very pristine and unproductive. Major ion concentrations, chlorophyll, and phosphorus are all very low, and transparency is very high. The phytoplankton biomass is very low, and the species present (predominantly Chromulina sp. and Oocystic pusilla on 8/29/81) support the ultraoligotrophic classification. Big Lake must be considered as sensitive to future cultural influences on water quality. Periodic monitoring of water quality is advisable so that possible future changes can be detected before serious disruptions occur.&nbsp;</p>
</p>","17090004001067","","108067497","01138037","Big Lake","6"
"Smith Lake","51","<p>
<div style=""border-style: initial; border-color: initial;"">
<p style=""margin-top: 14px; border-style: initial; border-color: initial;"">(From Atlas of Oregon Lakes, Johnson et al. 1985). Smith and Bybee Lakes are located in the northwest corner of the city of Portland, and sit in the midst of an industrial area near a sewage treatment plant, a sanitary landfill, and fill material from past dredging activities in the Columbia River. Very little recreational use is made of the lakes, in part because access is very difficult. Most of the surrounding land is privately owned. Easiest access is by boat from the Columbia Slough, and small boats can be put into the slough from several rights-of-way off North Portland Road. There is some warm water fishing in Bybee Lake, but to date no attempt has been made to develop a fishery.&nbsp;</p>
<p style=""border-style: initial; border-color: initial;"">The lakes are considered to be part of the Columbia Slough hydrologic system. Bybee Lake is connected to the Willamette River via the slough, and a narrow channel connects Smith Lake to Bybee Lake. Water levels in the shallow lakes are controlled by the level of the Columbia River and to a lesser extent (shorter durations in the winter) by the Willamette River. The average tidal-modified river fluctuations in Columbia Slough are estimated to be three feet and a significant amount of tidal flushing occurs in Bybee Lake, but not in Smith Lake. In late summer, Bybee Lake drains almost entirely during low tide and may reach a depth of more than four feet at high tide. In winter the lakes receive water from precipitation and Willamette River floods, although high Columbia River flows occasionally pulse in. These sporadic peak flows may cause the lakes to reflood temporarily. They fill during the May to July freshet on the Columbia River, then slowly drop as tides permit. After the month of June, water losses from Smith Lake are primarily by evaporation, and it typically has no standing water by the end of August, unlike Bybee Lake which is influenced by daily tides.&nbsp;</p>
<p style=""border-style: initial; border-color: initial;"">Hydrologic modifications of Smith and Bybee Lakes have been numerous in the last few decades (Corps of Engineers 1982b). Until about 1940 the lakes were totally open to Columbia River influence. Tidegates and weirs were then installed at the outlets of both lakes, and in 1956 they were individually blocked by culverted earthen plugs. The Bybee Lake plug was removed in 1967 and in the next year the Smith Lake plug was relocated about 250 feet farther upstream in North Slough. In 1973 the Smith Lake plug was partially removed and a four-foot wide ditch was excavated to connect a swale near the upper end of North Slough with Bybee Lake when the Columbia River stage is greater than seven feet. On 8/31/82 a potentially significant change was effected on the hydrology of the two lakes. A water control structure was placed on the Columbia Slough near Bybee Lake by the Port of Portland at the request of the U. S. Fish and Wildlife Service. When in operation, tidal flushing of Bybee Lake on a daily basis would be eliminated, and regular annual winter and late spring flooding would be reduced. Water fluctuations in both Smith and Bybee Lakes would be controlled and approximately 1100 acres of year-round lake surface would be formed, to be filled by rain water unless high water tops the banks of North Slough or the plug. A primary purpose of this modification is to avert epidemics of avian botulism, which have occurred in ducks around the lakes. Some game officials fear a spread of the disease to Sauvie Island (Corps of Engineers 1982b).&nbsp;</p>
<p style=""border-style: initial; border-color: initial;"">No management plan for fish and wildlife or for recreation has been formulated to accompany the hydrologic modifications, although The Nature Conservancy has identified the lakes as a critical fish and wildlife habitat, unique because it is within an urban area. Approximately 160 species of birds and waterfowl use the area or would use it with some improvement. According to The Nature Conservancy the habitat would be improved by dredging channels and making islands, and then chemically treating the lakes to kill trash fish and stocking with game fish. Compatible uses include fishing, bird-watching, photography, canoeing, boating, and nature education. One constraint on management is that much of the surrounding land is privately owned and would require purchase, another is that the state's largest landfill is located nearby.</p>
<p style=""border-style: initial; border-color: initial;"">The limnological character of these two lakes is also dominated by their hydrology. During the summer, water temperatures vary sharply from day to day depending on the pattern of flow to and from the lakes. Because the lakes are very shallow, there is no seasonal temperature stratification. Oxygen concentration also varies sharply; changes from 70 percent to 140 percent saturation on succeeding days have been observed. There is a distinct diurnal pattern to these variations. In early morning, a deficit develops due to biologic respiration during the night; by late afternoon, the phytoplankton add much dissolved oxygen so that the lakes are supersaturated (Clifton 1983). The bottom sediments contain significant concentrations of nitrogen and phosphorus, and nutrient concentrations in the water are high. Total phosphorus samples ranged from 50 to 130 ppb in Smith Lake and from 30 to 100 ppb in Bybee Lake during the summer of 1982 as reported by the U. S. Geological Survey (Clifton 1983). The same study also revealed very high organic nitrogen concentrations. Abundant waterfowl contribute much of the nutrients to the lakes. Water transparency is limited.&nbsp;</p>
<p style=""margin-bottom: 14px; border-style: initial; border-color: initial;"">Much of the area around the lakes is overgrown with dense stands of emergent vegetation. Reed canary grass, wapato, spite rushes, and willows are common. The phytoplankton in both lakes is usually dominated by species of diatoms, but on occasion green algae are also very abundant. Cyanophytes sometimes appear but have not been observed in high population densities. Several of the species of diatoms observed in these two lakes are also common in the Columbia River and probably originate from inflow rather than growth in lakes. The population densities and the dominant species (Sphaerocystis schroeteri, 0ocystis pusilla, Melosira ambigua, Stephanodiscus astrea, Fragilaria construens) indicate eutrophic conditions. Fecal coliform and other bacteria are common in the lakes; there may be contamination from the nearby landfill. Smith and Bybee Lakes are strongly eutrophic due to their shallowness and the rich supply of nutrients.</p>
</div>
</p>","17090012006623","","166809242","01127126","Smith Lake","6"
"","","","17100301001024","","121517306","01149615","Skookum Lake","5"
"Bybee Lake","50","<p>&nbsp;</p>
<p>(From Atlas of Oregon Lakes, Johnson et al. 1985). Smith and Bybee Lakes are located in the northwest corner of the city of Portland, and sit in the midst of an industrial area near a sewage treatment plant, a sanitary landfill, and fill material from past dredging activities in the Columbia River. Very little recreational use is made of the lakes, in part because access is very difficult. Most of the surrounding land is privately owned. Easiest access is by boat from the Columbia Slough, and small boats can be put into the slough from several rights-of-way off North Portland Road. There is some warm water fishing in Bybee Lake, but to date no attempt has been made to develop a fishery.&nbsp;</p>
<p>The lakes are considered to be part of the Columbia Slough hydrologic system. Bybee Lake is connected to the Willamette River via the slough, and a narrow channel connects Smith Lake to Bybee Lake. Water levels in the shallow lakes are controlled by the level of the Columbia River and to a lesser extent (shorter durations in the winter) by the Willamette River. The average tidal-modified river fluctuations in Columbia Slough are estimated to be three feet and a significant amount of tidal flushing occurs in Bybee Lake, but not in Smith Lake. In late summer, Bybee Lake drains almost entirely during low tide and may reach a depth of more than four feet at high tide. In winter the lakes receive water from precipitation and Willamette River floods, although high Columbia River flows occasionally pulse in. These sporadic peak flows may cause the lakes to reflood temporarily. They fill during the May to July freshet on the Columbia River, then slowly drop as tides permit. After the month of June, water losses from Smith Lake are primarily by evaporation, and it typically has no standing water by the end of August, unlike Bybee Lake which is influenced by daily tides.&nbsp;</p>
<p>Hydrologic modifications of Smith and Bybee Lakes have been numerous in the last few decades (Corps of Engineers 1982b). Until about 1940 the lakes were totally open to Columbia River influence. Tidegates and weirs were then installed at the outlets of both lakes, and in 1956 they were individually blocked by culverted earthen plugs. The Bybee Lake plug was removed in 1967 and in the next year the Smith Lake plug was relocated about 250 feet farther upstream in North Slough. In 1973 the Smith Lake plug was partially removed and a four-foot wide ditch was excavated to connect a swale near the upper end of North Slough with Bybee Lake when the Columbia River stage is greater than seven feet. On 8/31/82 a potentially significant change was effected on the hydrology of the two lakes. A water control structure was placed on the Columbia Slough near Bybee Lake by the Port of Portland at the request of the U. S. Fish and Wildlife Service. When in operation, tidal flushing of Bybee Lake on a daily basis would be eliminated, and regular annual winter and late spring flooding would be reduced. Water fluctuations in both Smith and Bybee Lakes would be controlled and approximately 1100 acres of year-round lake surface would be formed, to be filled by rain water unless high water tops the banks of North Slough or the plug. A primary purpose of this modification is to avert epidemics of avian botulism, which have occurred in ducks around the lakes. Some game officials fear a spread of the disease to Sauvie Island (Corps of Engineers 1982b).&nbsp;</p>
<p>No management plan for fish and wildlife or for recreation has been formulated to accompany the hydrologic modifications, although The Nature Conservancy has identified the lakes as a critical fish and wildlife habitat, unique because it is within an urban area. Approximately 160 species of birds and waterfowl use the area or would use it with some improvement. According to The Nature Conservancy the habitat would be improved by dredging channels and making islands, and then chemically treating the lakes to kill trash fish and stocking with game fish. Compatible uses include fishing, bird-watching, photography, canoeing, boating, and nature education. One constraint on management is that much of the surrounding land is privately owned and would require purchase, another is that the state's largest landfill is located nearby.</p>
<p>The limnological character of these two lakes is also dominated by their hydrology. During the summer, water temperatures vary sharply from day to day depending on the pattern of flow to and from the lakes. Because the lakes are very shallow, there is no seasonal temperature stratification. Oxygen concentration also varies sharply; changes from 70 percent to 140 percent saturation on succeeding days have been observed. There is a distinct diurnal pattern to these variations. In early morning, a deficit develops due to biologic respiration during the night; by late afternoon, the phytoplankton add much dissolved oxygen so that the lakes are supersaturated (Clifton 1983). The bottom sediments contain significant concentrations of nitrogen and phosphorus, and nutrient concentrations in the water are high. Total phosphorus samples ranged from 50 to 130 ppb in Smith Lake and from 30 to 100 ppb in Bybee Lake during the summer of 1982 as reported by the U. S. Geological Survey (Clifton 1983). The same study also revealed very high organic nitrogen concentrations. Abundant waterfowl contribute much of the nutrients to the lakes. Water transparency is limited.&nbsp;</p>
<p>Much of the area around the lakes is overgrown with dense stands of emergent vegetation. Reed canary grass, wapato, spite rushes, and willows are common. The phytoplankton in both lakes is usually dominated by species of diatoms, but on occasion green algae are also very abundant. Cyanophytes sometimes appear but have not been observed in high population densities. Several of the species of diatoms observed in these two lakes are also common in the Columbia River and probably originate from inflow rather than growth in lakes. The population densities and the dominant species (Sphaerocystis schroeteri, 0ocystis pusilla, Melosira ambigua, Stephanodiscus astrea, Fragilaria construens) indicate eutrophic conditions. Fecal coliform and other bacteria are common in the lakes; there may be contamination from the nearby landfill. Smith and Bybee Lakes are strongly eutrophic due to their shallowness and the rich supply of nutrients.</p>
<p>&nbsp;</p>","17090012006624","","166809243","01118426","Bybee Lake","6"
"","","","17100207011084","","124284148","","","3"
"Hart Lake","207","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985) &nbsp;Hart Lake is the largest of the Warner Valley Lakes, a 40-mile chain of a dozen lakes in South-Central Oregon connected by sloughs and bordered by marshes. The Warner Valley is a fault-block basin, and the lakes are the remnants of pluvial Lake Warner, in existence during the Pleistocene Epoch. The eastern margin of the valley is bordered by an impressive escarpment, Hart Mountain, which rises 3000 feet above the valley floor. It is the site of the Hart Mountain National Antelope Refuge, established in 1936 to preserve habitat for antelope. It is also home to mule deer and bighorn sheep. The numerous Warner Valley Lakes provide habitat for egrets and white pelicans, and serve as nesting grounds for migratory waterfowl.</p>
<p>Hart Lake is the most permanent of the Warner Valley Lakes. Water is supplied by the overflow from Crump Lake and by a number of intermittent streams, primarily Honey Creek. Much of the outflow is used for irrigation, so that the lakes downstream from Hart Lake remain dry or almost dry except during very wet years. In some years, the lake is pumped dry by late summer. Because of large fluctuations in the lake level between wet and dry years, a dike was built about 1950 at the north end to store more water for irrigation. There is some recreational activity at the lake, mainly fishing. It is fished mainly for catfish, which are numerous and of good size. There are also largemouth bass, crappie, and some rainbow and cutthroat trout. The shoreline is in private ownership except where bordered by the refuge. There are no facilities at the lake for overnight camping.</p>
<p>The water quality characteristics of Hart Lake are largely a result of its shallowness. Water transparency is extremely limited by suspended inorganic particles which are stirred from the lake bottom by wave action. The transparency is thus not a reliable indicator of trophic state in this lake. Nutrient concentrations are very high (nitrate 0.17 mg/l and phosphorus 0.351 mg/1), and they tend to indicate a hypereutrophic condition. However, the chlorophyll concentration is typical of mesotrophic lakes; phytoplankton are not nutrient limited, but rather are restricted by available light (and perhaps other factors associated with the abundant suspended solids). Overall, the lake is classified as eutrophic, but is highly eutrophic.</p>
</p>","17120007341479","","83449415","01121637","Hart Lake","4"
"","","","17100205005375","","86560563","01155501","Dune Lake","3"
"Loon Lake","224","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985) &nbsp;Loon Lake sits in beautiful surroundings in the Coast Range east of Reedsport and is a classic example of a landslide lake. Great blocks of sandstone fell from the west wall of the Lake Creek valley to lie as a jumbled mass of blocks that impounded the waters of Lake Creek. Carbon-14 dating of trees drowned at the time of damming indicate that the event occurred about 1460 years ago. Loon Lake was originally much longer, extending several miles upstream. Its size is gradually being reduced as the outlet stream erodes through the natural dam. While the sides and outlet end of the lake are flanked by steep, timber-covered slopes, the inlet end is flat pastureland of lakebed origin that became exposed as erosion reduced the height of the barrier at the outlet. Loon Lake was apparently discovered in 1852 by explorers from Scottsburg and named for the presence of loons nesting on the water.</p>
<p>The drainage basin of Loon Lake is primarily forest land, with a mix of private and Bureau of Land Management lands. The lake is heavily used for public recreation, including fishing, camping, and water skiing. A BLM campground, swimming beach, and boat launch are located near the outlet and a resort and private summer cabins flank the upper portion of the lake.</p>
<p>Loon Lake is relatively deep and develops a sharp thermal stratification during the summer. The depth of the thermocline is rather shallow, indicating less wind-induced mixing than is found in Oregon coastal lakes. The water is noticeably turbid during the winter when heavy rains bring much surface runoff. The turbidity persists in the deeper water during the summer and may contribute to density stratification. Deeper water is sometimes low in dissolved oxygen and somewhat higher in conductivity than surface water. These conditions are a consequence of the density stratification.</p>
<p>The quality of the water in the lake is quite good. Extensive growths of macrophytes develop in shallow water areas. During summer months, the concentrations of chlorophyl and phosphorus are quite low and water transparency is quite high. Based on these characteristics, Loon Lake is classified as oligotrophic. The depletion of oxygen in the deeper water is seemingly inconsistent with the chlorophyl and phosphorus data and as noted, suggests that oxygen depletion may be related to material washed into the lake during the winter from the watershed rather than from the decay of plants growing in the lake itself.</p>
</p>","17100303001115","","124433884","01123474","Loon Lake","5"
"","","","17090010004918","","142404090","","","6"
"","","","17100205005363","","86560539","","","3"
"Round Valley Reservoir","257","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985) &nbsp;Round Valley Reservoir is an irrigation reservoir in South Central Oregon, a semi-arid region with many water storage facilities for irrigation and stock watering. The largest reservoir in the immediate area is Gerber Reservoir, two miles to the north. Round Valley Reservoir was constructed in the 1950s to expand the irrigated acreage upstream from Gerber Reservoir, and hundreds of acres are productive as a result. The structure of the reservoir is unusual in that the dam, a 19-foot high earthfill dam, is at the northeast corner; yet when the reservoir is full, natural outflow occurs from the northwest corner. Water released from the spillway flows into a canal leading to Wildhorse Creek and thence to Gerber Reservoir. Only intermittent surface streams flow into Round Valley Reservoir and the contributing drainage basin is quite small. The entire area is under the administration of the Bureau of Land Management and is primarily rangeland (juniper) used for grazing. Thus, the reservoir serves also as a source for stock watering. There are no recreation facilities at the reservoir and fishing pressure is light.</p>
<p>When the reservoir is full the surface area exceeds 300 acres, but even then it is an extremely shallow impoundment, with a maximum depth of only 6 feet. The concentrations of ions and the conductivity are about average for eastern Oregon reservoirs, but the pH is above average (8 or greater). Calcium, magnesium and sulfate concentrations are high relative to other ions. Macrophytes grow profusely, the concentration of phosphorus is quite high, and chlorophyl concentration is above average for reservoirs in this environment. A plankton tow taken on 8/10/82 collected a solid bloom of the blue-green alga, <em>Gloeotrichia echinulata</em>. Water transparency is very limited (2.3 feet; 0.7 meters) and the water has a somewhat brownish cast. Primary productivity is high, largely due to the growth of the macrophytes. On all counts Round Valley Reservoir is distinctly eutrophic.</p>
</p>","18010204002282","","84069593","01158462","Round Valley Reservoir","4"
"Doris Lake","188","<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985). &nbsp;Doris Lake is a deep, beautifully blue lake in the Three Sisters area of the Central Oregon Cascades. It is a popular destination for backcountry enthusiasts in search of a pristine wilderness lake only a few miles from the highway. Doris Lake is also a popular stopover for hikers continuing to the Mink Lake Basin. Just south of Elk Lake on the Cascade Lakes Highway, the Six Lakes Trail heads west through a dense forest of lodgepole pine. Blow Lake is two miles from the trailhead; Doris Lake is about three miles in.</p>
<p>The drainage basin is very small and consists of steep, forested slopes on the north side. On the south side, the topography is more gentle. No perennial surface streams flow into or out of the lake, and it is presumed that surface seepage occurs in the volcanic terrain. Although there are no developed campgrounds, there are a number of beautiful, rustic sites. Eastern brook trout are stocked annually and fishing is reported to be quite good, both from shore and from small rafts on the open water.</p>
<p>The lake basin consists of a single, deep (90 feet) basin scoured out during the Pleistocene by glacial action. Relatively shallow (less than 10 feet) bays are present at both east and west ends of the lake. Water quality is excellent, being extremely low in chemical constituents; major ion concentrations, alkalinity, and conductivity are among the lowest of Oregon lakes. Phosphorus and chlorophyl concentrations are very low, and the water is exceptionally transparent. Doris Lake is a marvelous example of a pristine mountain lake; it is ultraoligotrophic, and biological productivity is very low.</p>
</p>","17070301000865","","149198294","01141194","Doris Lake","1"
"Roslyn Lake","256","<p>Roslyn Lake was a historic reservoir built by Portland General Electric for the Bull Run Hydroelectric Project. &nbsp;The dam that formed the lake was removed in 2008 as part of the decommissioning of the hydroelectric project.&nbsp;</p>
<p>
<p>(From <em>Atlas of Oregon Lakes</em>, Johnson et al. 1985) &nbsp;Roslyn Lake is an artificial lake built by Portland General Electric as a storage reservoir for the Bull Run power plant. Primary inflow is diverted from the Sandy River from a point about five miles upstream and carried to the lake by tunnel and flume. Excess water from Portland's Bull Run water supply is also periodically diverted into the lake. Water is released through an outlet structure into the power house, and discharged from there into the Sandy River. The lake was formed by the construction of a stone and earth dike almost entirely around it, so that the water level is in most places above the level of the surrounding countryside. Years ago, before the power canal was screened, trout and steelhead came into the lake, and many were caught as there was no way out for the fish. Fish can no longer come into the lake, but rainbow trout are stocked by the Oregon Department of Fish and Wildlife. Best angling is reported to be on the east side where the inflow is located. No motorboats are allowed on the lake. A P.G.E. recreational area along the southeast side of the lake has excellent picnic facilities and is used frequently by visitors from the Portland metropolitan area.</p>
<p>The ecological characteristics of Roslyn Lake are influenced by two factors -- its shallow depth and the inflow from the Bull Run and Sandy Rivers. Wave action stirring the sediments, in addition to contributing nutrients to the lake, causes the water to become muddy at times. The very transparent, low-nutrient inflow tends to counteract these effects by diluting the lake water and thereby lowering suspended particulate and nutrient concentrations. Secchi disk measurements indicate highly mesotrophic conditions. Chlorophyl, phosphorus, and major ion concentrations are moderate, and also indicate mesotrophic conditions for Roslyn Lake. The bottom of the lake consists of mud and sand, and supports several species of macrophytes (<em>Elodea canadensis</em>, <em>Myriophyllum exalbescens</em>, <em>Lemna minor</em>, and others).</p>
</p>","17080001017591","","149957399","01148735","Roslyn Lake (historical)","6"
